App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Version,Android Version
Pain Tracker & Diary,Medical,4.3,3,4710.4,100,Paid,2.99,Everyone,Medical,2018-01-02,1.5,4.1
Whist - Tinnitus Relief,Medical,4.1,12,5222.4,1000,Paid,1.99,Everyone,Medical,2017-03-02,1.2,4.1
"End Anxiety Pro - Stress, Panic Attack Help",Medical,4.2,33,54272.0,1000,Paid,3.99,Everyone,Medical,2018-05-08,2.29,4.2
Acupuncture Assistant,Medical,4.5,492,39936.0,10000,Paid,7.99,Everyone,Medical,2018-04-13,4.4.5,4.1
EMT Tutor NREMT-B Study Guide,Medical,4.6,625,8601.6,10000,Paid,3.99,Everyone,Medical,2017-01-08,2.1,2.1
Hospitalist Handbook,Medical,4.8,12,18432.0,1000,Paid,19.99,Everyone,Medical,2017-06-05,6.0.4,4.1
PTA Content Master,Medical,4.2,64,41984.0,1000,Paid,29.99,Everyone,Medical,2015-12-22,2.1,2.2
A Manual of Acupuncture,Medical,3.5,214,69632.0,1000,Paid,33.99,Everyone,Medical,2017-10-02,2.1.35,4.0
palmPEDi: Pediatric Tape,Medical,4.6,66,2662.4,5000,Paid,0.99,Everyone,Medical,2013-12-02,4.1,3.2
GoodRx Drug Prices and Coupons,Medical,4.8,59158,11264.0,1000000,Free,0.0,Everyone,Medical,2018-07-26,5.4.8,4.1
FollowMyHealth®,Medical,4.6,73118,37888.0,1000000,Free,0.0,Everyone,Medical,2018-05-10,3.3,4.4
Ovia Pregnancy Tracker & Baby Countdown Calendar,Medical,4.8,102858,10035.2,1000000,Free,0.0,Everyone,Medical,2018-08-03,2.2.4,4.3
Teladoc Member,Medical,4.0,2094,23552.0,500000,Free,0.0,Everyone,Medical,2018-07-26,3.19,4.3
myAir™ for Air10™ by ResMed,Medical,3.7,236,18432.0,50000,Free,0.0,Everyone,Medical,2018-07-25,1.1.0.0.1487,5.0
Blood Pressure,Medical,4.2,33033,7577.6,5000000,Free,0.0,Everyone,Medical,2018-07-24,3.27.3,4.1
Pregnancy Week By Week,Medical,4.8,78825,11264.0,1000000,Free,0.0,Everyone,Medical,2018-08-02,1.2.16,4.1
Doctor On Demand,Medical,4.7,18674,22031.015115169685,1000000,Free,0.0,Everyone,Medical,2018-07-27,3.25.0,4.4
BioLife Plasma Services,Medical,3.5,250,23552.0,100000,Free,0.0,Everyone,Medical,2018-07-09,1.2.0,4.4
OneTouch Reveal,Medical,3.9,6266,34816.0,500000,Free,0.0,Everyone,Medical,2018-05-22,3.5,5.1
Anthem Anywhere,Medical,2.7,2657,24576.0,500000,Free,0.0,Everyone,Medical,2018-07-27,8.0.226,4.4
Blood Donor,Medical,4.2,4476,20480.0,500000,Free,0.0,Everyone,Medical,2018-07-31,1.6.2,4.1
My Calendar - Period Tracker,Medical,4.7,156410,14336.0,5000000,Free,0.0,Everyone,Medical,2018-08-03,5.9.6,4.1
Youper - AI Therapy,Medical,4.6,2006,70656.0,50000,Free,0.0,Everyone,Medical,2018-08-03,6.02.000,6.0
Zocdoc: Find Doctors & Book Appointments,Medical,4.5,6099,38912.0,500000,Free,0.0,Everyone,Medical,2018-07-31,3.18.2,4.3
1800 Contacts - Lens Store,Medical,4.7,23160,26624.0,1000000,Free,0.0,Everyone,Medical,2018-07-27,7.4.1,5.0
Blood Pressure Log - MyDiary,Medical,4.7,8348,2662.4,500000,Free,0.0,Everyone,Medical,2018-04-13,1.4.6,4.0
PulsePoint Respond,Medical,4.5,7837,21504.0,100000,Free,0.0,Everyone,Medical,2018-07-31,2.4,4.1
Ovia Parenting & Baby Development Tracker,Medical,4.7,6185,38912.0,100000,Free,0.0,Everyone,Medical,2018-08-03,1.2.0,4.3
MyQuest for Patients,Medical,4.0,3803,16384.0,100000,Free,0.0,Everyone,Medical,2018-03-13,2.17,4.0
CVS Caremark,Medical,3.5,3707,10240.0,500000,Free,0.0,Everyone,Medical,2018-07-28,4.36,4.4
fred's Pharmacy,Medical,3.0,315,22528.0,100000,Free,0.0,Everyone,Medical,2017-10-10,1.0.02,4.0
Ada - Your Health Guide,Medical,4.7,87418,14336.0,1000000,Free,0.0,Everyone,Medical,2018-07-16,2.25.0,4.4
mySugr: the blood sugar tracker made just for you,Medical,4.6,21189,36864.0,1000000,Free,0.0,Everyone,Medical,2018-08-06,3.52.1,5.0
ClearCareGo Caregiver,Medical,4.2,1746,16384.0,50000,Free,0.0,Everyone,Medical,2018-07-25,2.1.3,4.1
Pregnancy Calculator and Tracker app,Medical,4.8,69126,62464.0,1000000,Free,0.0,Everyone,Medical,2018-06-01,2.6.1,4.1
DreamMapper,Medical,4.2,10710,8704.0,100000,Free,0.0,Everyone,Medical,2018-07-03,2.15,5.0
ScriptSave WellRx Rx Discounts,Medical,3.8,700,37888.0,100000,Free,0.0,Everyone,Medical,2018-06-21,3.3.0,4.4
Delta Dental,Medical,3.0,914,22031.015115169685,100000,Free,0.0,Everyone,Medical,2018-07-17,4.6.0,5.0
MoodSpace,Medical,4.5,503,22528.0,50000,Free,0.0,Everyone,Medical,2018-06-10,3.2.4,5.0
Pill Identifier and Drug list,Medical,4.0,488,17408.0,100000,Free,0.0,Everyone,Medical,2018-08-01,3.8,4.1
HealtheLife,Medical,3.6,190,7884.8,100000,Free,0.0,Everyone,Medical,2018-01-02,2.4.0,4.4
SonicCloud: Hearing App,Medical,4.4,15,39936.0,1000,Free,0.0,Everyone,Medical,2018-07-19,1.16.0,4.1
Period Tracker,Medical,4.9,100082,3788.8,1000000,Free,0.0,Everyone,Medical,2018-07-09,1.2.2,4.1
LabCorp | Patient,Medical,3.6,27,28672.0,10000,Free,0.0,Everyone,Medical,2018-04-19,1.0.0,4.1
Anatomy Learning - 3D Atlas,Medical,4.5,72167,16384.0,1000000,Free,0.0,Everyone,Medical,2018-07-18,2,4.1
Super Hearing Super Ear Amplifier,Medical,4.1,21,20480.0,1000,Free,0.0,Everyone,Medical,2018-06-11,1.1,4.1
Moodpath - Depression & Anxiety Test,Medical,4.6,6035,9113.6,100000,Free,0.0,Everyone,Medical,2018-07-05,1.2.0,4.4
Teach Me Anatomy,Medical,4.7,9945,99328.0,500000,Free,0.0,Everyone,Medical,2018-07-05,5.11,4.1
Baritastic - Bariatric Tracker,Medical,4.7,4318,12288.0,100000,Free,0.0,Everyone,Medical,2018-07-26,1.3.185,4.1
Brilliant Distinctions®,Medical,2.8,78,73728.0,50000,Free,0.0,Everyone,Medical,2018-06-27,2.2.12,4.4
98point6,Medical,4.6,47,21504.0,10000,Free,0.0,Everyone,Medical,2018-08-02,1.7.1946,5.0
MDLIVE: Talk to a Doctor 24/7,Medical,3.4,650,27648.0,100000,Free,0.0,Everyone,Medical,2018-07-23,4.23.0,4.4
Super Ear,Medical,4.0,3498,6758.4,100000,Free,0.0,Everyone,Medical,2018-05-01,1.7.2,4.0
VitusVet: Pet Health Care App,Medical,4.8,3052,12288.0,100000,Free,0.0,Everyone,Medical,2018-07-31,3.8.0,4.1
Banfield Pet Health Tracker,Medical,4.2,1747,6041.6,100000,Free,0.0,Everyone,Medical,2016-10-17,1.2.2,4.0
Dexcom G6,Medical,3.0,45,20480.0,5000,Free,0.0,Everyone,Medical,2018-07-16,1.2.3.2,6.0
Nurse Grid,Medical,4.5,1686,15360.0,100000,Free,0.0,Everyone,Medical,2018-07-30,2.9,4.4
Castlight Mobile,Medical,3.7,529,26624.0,100000,Free,0.0,Everyone,Medical,2018-07-30,4.4.7,5.0
Sanford Guide:Antimicrobial Rx,Medical,4.5,1388,3379.2,100000,Free,0.0,Everyone,Medical,2018-07-03,2.1.11,4.1
Davis's Drug Guide for Nurses,Medical,4.5,572,45056.0,50000,Free,0.0,Everyone,Medical,2018-07-13,4.3.2.315,4.4
live Point,Medical,3.6,54,17408.0,5000,Free,0.0,Mature 17+,Medical,2018-07-03,2.6.5,4.1
Tarascon Pharmacopoeia,Medical,4.4,275,5939.2,10000,Free,0.0,Everyone 10+,Medical,2018-03-16,3.16.4.1669,4.4
Official NBSTSA CST Exam Prep,Medical,4.4,2159,11264.0,10000,Free,0.0,Everyone,Medical,2018-05-17,4.5.1,4.4
EMT-B Pocket Prep,Medical,4.5,2951,16384.0,50000,Free,0.0,Everyone,Medical,2018-07-11,4.5.2,4.4
5-Minute Clinical Consult,Medical,4.1,84,6246.4,10000,Free,0.0,Everyone,Medical,2017-12-11,2.7.36,4.1
"Pzizz - Sleep, Nap, Focus",Medical,4.3,5521,22528.0,100000,Free,0.0,Everyone,Medical,2018-07-01,4.9.6,4.1
HESI A2 Pocket Prep,Medical,4.3,2108,28672.0,50000,Free,0.0,Everyone,Medical,2018-05-02,4.5.1,4.4
Johns Hopkins Guides ABX...,Medical,4.7,73,6451.2,10000,Free,0.0,Everyone,Medical,2017-12-08,2.7.36,4.1
FP Notebook,Medical,4.5,408,61440.0,50000,Free,0.0,Everyone,Medical,2018-03-24,2.1.0.372,4.4
5 Minute Clinical Consult 2019 - #1 for 25 years,Medical,4.2,33,8192.0,10000,Free,0.0,Everyone,Medical,2018-05-02,2.6.2,4.2
Open Sesame - Touch Free Control,Medical,4.4,197,20480.0,10000,Free,0.0,Everyone,Medical,2018-08-02,3.5.7,7.0
Davis's Drug Guide,Medical,3.9,272,6553.6,50000,Free,0.0,Everyone,Medical,2017-12-11,2.7.36,4.1
Deep Sleep and Relax Hypnosis,Medical,4.2,4852,34816.0,100000,Free,0.0,Everyone,Medical,2013-10-22,1.3,2.2
Christella VoiceUp,Medical,4.1,38,71680.0,5000,Free,0.0,Everyone,Medical,2018-07-12,2.1.4,4.1
Complete Anatomy for Android,Medical,4.1,90,21504.0,1000,Free,0.0,Everyone,Medical,2018-07-11,1.0.0,7.0
GlassesOff,Medical,3.5,1288,38912.0,100000,Free,0.0,Everyone,Medical,2018-07-10,1.0.0.10,3.0
Registered Dietitian Pocket Prep,Medical,4.3,283,12288.0,5000,Free,0.0,Everyone,Medical,2018-07-12,4.5.3,4.4
Paramedic Pocket Prep,Medical,4.3,460,13312.0,10000,Free,0.0,Everyone,Medical,2018-07-12,4.5.2,4.4
5 Minute Veterinary Consult: Canine & Feline,Medical,2.3,17,6963.2,1000,Free,0.0,Everyone,Medical,2018-03-29,2.6,4.2
Wide address pocket prep,Medical,4.5,513,12288.0,5000,Free,0.0,Everyone,Medical,2018-07-11,4.5.2,4.4
Nursing Central,Medical,4.3,168,5939.2,10000,Free,0.0,Everyone,Medical,2018-01-29,2.7.38,4.1
Tinnitus Alleviator,Medical,3.1,82,43008.0,5000,Free,0.0,Everyone,Medical,2017-12-23,1.6.17,4.1
PMHNP-BC Pocket Prep,Medical,4.4,112,13312.0,1000,Free,0.0,Everyone,Medical,2018-07-12,4.5.2,4.4
Dialysis of Drugs,Medical,2.9,92,1536.0,10000,Free,0.0,Everyone,Medical,2018-06-15,3.1201813,4.0
abeoCoder,Medical,3.1,83,3276.8,10000,Free,0.0,Everyone,Medical,2018-07-30,6.6,4.1
Saunders Comprehensive Review NCLEX-PN Examination,Medical,3.7,3,7884.8,5000,Free,0.0,Everyone,Medical,2018-07-16,2.7.6,5.0
LTC AS Legal,Medical,4.0,6,1331.2,100,Paid,39.99,Everyone,Medical,2018-04-04,3.0.1,4.1
Lippincott Nursing Advisor,Medical,3.8,343,26624.0,50000,Free,0.0,Everyone,Medical,2018-05-01,3.3.1,4.1
Official NBSTSA CSFA Exam Prep,Medical,4.4,137,11264.0,1000,Free,0.0,Everyone,Medical,2018-05-17,4.5.1,4.4
Visualmed,Medical,4.193338315362443,0,3174.4,1,Paid,2.99,Everyone,Medical,2018-08-01,1,4.1
ABG Master,Medical,4.193338315362443,2,1843.2,50,Paid,0.99,Everyone,Medical,2018-08-04,1.1,4.1
OrthoFlow,Medical,4.193338315362443,0,67584.0,10,Paid,5.99,Everyone,Medical,2018-07-15,1.0.0,4.2
Sway Medical,Medical,5.0,3,22528.0,100,Free,0.0,Everyone,Medical,2018-07-25,3.0.0,5.0
Exposure Ed,Medical,3.0,2,16384.0,500,Free,0.0,Everyone,Medical,2018-07-17,1.2.9,4.4
Nucleus Smart,Medical,3.7,20,19456.0,1000,Free,0.0,Everyone,Medical,2018-06-27,1.830.0.5644052,5.0
Breastfeeding Tracker Baby Log,Medical,4.193338315362443,6,23552.0,100,Free,0.0,Everyone,Medical,2018-07-20,1.3.5,5.0
Lego Ninjago Wallpaper,Medical,4.193338315362443,2,15360.0,100,Free,0.0,Everyone,Medical,2018-08-02,1.2,3.0
EXOGEN Connects (US),Medical,4.193338315362443,0,16384.0,10,Free,0.0,Everyone,Medical,2018-08-01,1.0.1,4.1
Full Code - Emergency Medicine Simulation,Medical,4.193338315362443,0,66560.0,100,Free,0.0,Everyone,Medical,2018-07-23,2,5.0
Dare EMS Protocols,Medical,4.193338315362443,0,20480.0,10,Free,0.0,Everyone 10+,Medical,2018-07-26,1.8.3,4.1
Pediatric Emergency Guide,Medical,4.193338315362443,0,3891.2,100,Free,0.0,Everyone,Medical,2018-07-09,3.1.1,4.4
Weill Cornell Medicine,Medical,4.193338315362443,0,19456.0,50,Free,0.0,Everyone,Medical,2018-07-16,1.0.10,5.0
Doctors Care,Medical,4.193338315362443,0,25600.0,10,Free,0.0,Everyone,Medical,2018-07-24,2.0.035717,4.4
PCOS Guide - Fight PCOS naturally,Medical,4.193338315362443,0,5222.4,100,Free,0.0,Everyone,Medical,2018-08-04,1,5.0
EVA - Menstrual calendar and fertility,Medical,4.193338315362443,25,16384.0,1000,Free,0.0,Everyone,Medical,2018-08-02,1.1,4.1
Hello Face,Medical,4.193338315362443,0,1536.0,10,Free,0.0,Everyone,Medical,2018-07-31,1,4.4
Cochrane Library,Medical,3.7,3,10240.0,100,Free,0.0,Everyone,Medical,2018-07-17,1.5.0,4.1
Labs on Demand,Medical,5.0,1,22528.0,10,Free,0.0,Everyone,Medical,2018-08-03,1.2,4.2
GGDE: Prevent & Beat Depression Symptoms,Medical,4.193338315362443,2,20480.0,50,Free,0.0,Everyone,Medical,2018-07-24,2.01.12,4.0
Dermatology Atlas (Colored & Illustrative),Medical,5.0,3,20480.0,100,Free,0.0,Everyone,Medical,2018-07-19,1,4.1
Jaylex,Medical,4.193338315362443,0,13312.0,10,Free,0.0,Everyone,Medical,2018-07-30,1.2.3,4.2
Tablet Reminder,Medical,5.0,4,2560.0,5,Free,0.0,Everyone,Medical,2018-08-03,1,4.1
Clinical Pharmacology,Medical,4.193338315362443,0,3686.4,10,Free,0.0,Everyone,Medical,2018-08-01,1,4.1
Galaxies of Hope,Medical,5.0,2,24576.0,50,Free,0.0,Everyone,Medical,2018-07-27,1,4.1
Smartshading AI,Medical,4.193338315362443,0,10240.0,10,Free,0.0,Everyone,Medical,2018-06-21,1,4.1
Eversense,Medical,4.193338315362443,3,17408.0,100,Free,0.0,Everyone,Medical,2018-07-18,2.0.101,4.4
PrimeDelivery,Medical,5.0,3,54272.0,10,Free,0.0,Everyone,Medical,2018-07-13,0.1,4.1
You're an Anime,Medical,5.0,2,84992.0,10,Free,0.0,Everyone,Medical,2018-07-12,1,5.0
Anatomy & Physiology Vocabulary Exam Review App,Medical,5.0,1,4710.4,5,Free,0.0,Everyone,Medical,2018-08-02,2,4.0
Drug Calculator,Medical,4.193338315362443,0,4710.4,10,Free,0.0,Everyone,Medical,2018-07-27,1,4.4
CT Scan Cross Sectional Anatomy,Medical,4.3,10,47104.0,100,Free,0.0,Everyone,Medical,2018-07-19,5.0.16,4.1
VetCode,Medical,4.9,28,5836.8,5000,Free,0.0,Everyone,Medical,2018-07-07,1,4.4
ear super hearing,Medical,4.193338315362443,0,1433.6,5,Free,0.0,Everyone,Medical,2018-07-31,1.0,4.0
Traditional Chinese Medicine Fangfang Liangfang Daquan - Practical and ancient Chinese medicine and old prescriptions for the treatment of various incurable diseases,Medical,4.193338315362443,1,12288.0,10,Free,0.0,Everyone,Medical,2018-07-21,1.0.0,4.0
COPD GOLD 2017,Medical,4.193338315362443,5,2252.8,10,Free,0.0,Everyone,Medical,2018-07-13,1,4.0
Summit Medical Video Visits,Medical,4.193338315362443,0,27648.0,10,Free,0.0,Everyone,Medical,2018-07-12,1.1.1,4.1
ExtendedCare Virtual Care Room,Medical,4.193338315362443,0,18432.0,5,Free,0.0,Everyone,Medical,2018-07-30,1,5.1
MyWoundDoctor - Provider,Medical,4.193338315362443,0,3584.0,1,Free,0.0,Everyone,Medical,2018-07-27,1.2.1,5.0
Warfarin Dose Calculator,Medical,4.193338315362443,0,7065.6,50,Free,0.0,Everyone,Medical,2018-07-15,3.0.0,4.1
Renesas PMA,Medical,4.193338315362443,0,6758.4,5,Free,0.0,Everyone,Medical,2018-07-18,1.2.9,4.4
Interpret Chest X-Ray With 100 Cases,Medical,4.6,5,11264.0,100,Free,0.0,Everyone,Medical,2018-08-03,1,4.1
Basics of Orthopaedics,Medical,5.0,1,5734.4,10,Free,0.0,Everyone,Medical,2018-07-27,1,4.1
high cholesterol levels,Medical,4.193338315362443,0,3379.2,100,Free,0.0,Everyone,Medical,2018-07-23,1,4.1
Thyroid Nodules,Medical,4.193338315362443,0,20480.0,10,Free,0.0,Everyone,Medical,2018-07-14,1,4.3
Training course: Learn Nursing,Medical,4.193338315362443,0,7168.0,100,Free,0.0,Everyone,Medical,2018-07-08,1.0.0,4.1
Familyfirst Messenger,Medical,4.0,1,3379.2,10,Free,0.0,Everyone,Medical,2018-07-12,0.1.2,4.4
Clinic Doctor EHr,Medical,5.0,2,7270.4,5,Free,0.0,Everyone,Medical,2018-08-03,1.0.51.0.3,8.0
Anthem BC Anywhere,Medical,2.6,496,24576.0,100000,Free,0.0,Everyone,Medical,2018-07-27,8.0.226,4.4
IHSS Help,Medical,4.7,10,4403.2,1000,Free,0.0,Everyone,Medical,2018-06-05,1,5.0
mobileRx Pharmacy,Medical,2.5,124,44032.0,10000,Free,0.0,Everyone,Medical,2017-01-13,3.0.2,3.0
Youper - AI Therapy,Medical,4.6,2014,70656.0,50000,Free,0.0,Everyone,Medical,2018-08-03,6.02.000,6.0
BURST Professionals,Medical,4.5,11,25600.0,1000,Free,0.0,Everyone,Medical,2018-01-17,1.0.7,4.2
LactMed,Medical,4.3,573,2048.0,100000,Free,0.0,Everyone,Medical,2017-06-01,3.1,3.0
Every disease has a drug without internet,Medical,4.193338315362443,44,4096.0,10000,Free,0.0,Everyone,Medical,2018-04-24,1,4.1
Deaf Interpreter,Medical,3.8,24,4505.6,1000,Free,0.0,Everyone,Medical,2017-09-26,5.51,3.0
High Blood Pressure Symptoms,Medical,4.0,531,2355.2,100000,Free,0.0,Everyone,Medical,2015-01-18,1,3.0
REDCap Mobile App,Medical,4.3,56,11264.0,10000,Free,0.0,Everyone,Medical,2018-07-31,3.0.8,4.3
Blood Pressure,Medical,4.193338315362443,10,2457.6,1000,Free,0.0,Everyone,Medical,2015-03-14,1,2.3
VITAS Hospice Referral App for Healthcare Pros,Medical,4.4,27,15360.0,5000,Free,0.0,Everyone,Medical,2018-07-20,2.5.0665,5.0
AAFP,Medical,3.8,63,24576.0,10000,Free,0.0,Everyone,Medical,2018-06-22,2.3.1,5.0
Airway Ex - Intubate. Anesthetize. Train.,Medical,4.3,123,88064.0,10000,Free,0.0,Everyone,Medical,2018-06-01,0.6.88,5.0
420 BZ Budeze Delivery,Medical,5.0,2,11264.0,100,Free,0.0,Mature 17+,Medical,2018-06-06,1.0.1,4.1
Fever Meter,Medical,3.6,26,975.0,5000,Free,0.0,Everyone,Medical,2015-05-10,1.1,2.2
Super Ear Super Hearing,Medical,4.0,122,980.0,10000,Free,0.0,Everyone,Medical,2018-07-13,1.4,4.0
Blood Pressure Monitor,Medical,4.3,17,6144.0,10000,Free,0.0,Everyone,Medical,2017-02-25,1.0.1,4.4
BELONG Beating Cancer Together,Medical,4.7,623,20480.0,50000,Free,0.0,Teen,Medical,2018-07-29,4.0.5,4.3
BP Journal - Blood Pressure Diary,Medical,5.0,6,26624.0,1000,Free,0.0,Everyone,Medical,2018-05-25,1.0.32,4.4
TelaDoc,Medical,4.7,6,13312.0,1000,Free,0.0,Everyone,Medical,2018-03-31,1.3.0,5.0
Zen Leaf,Medical,5.0,1,6246.4,100,Free,0.0,Mature 17+,Medical,2018-03-08,2.3.5,4.1
Homeopathic Medicine Finder,Medical,3.6,10,15360.0,1000,Free,0.0,Everyone,Medical,2017-11-20,0.0.1,4.0
tökr,Medical,4.6,17,14336.0,1000,Free,0.0,Everyone,Medical,2018-07-11,1.9.0.0,4.1
Low Blood Pressure Symptoms,Medical,4.2,28,2355.2,10000,Free,0.0,Everyone,Medical,2015-01-20,1,3.0
PatientPORTAL by InteliChart,Medical,4.193338315362443,1,32768.0,500,Free,0.0,Everyone,Medical,2018-05-24,1.0.1,5.0
"Messages, Text and Video Chat for Messenger",Social,4.4,49173,4096.0,10000000,Free,0.0,Everyone,Social,2018-06-04,1.24,4.1
All Social Networks,Social,4.2,22492,1536.0,1000000,Free,0.0,Everyone,Social,2018-05-21,2.4.12,4.0
Social network all in one 2018,Social,4.3,1403,3788.8,100000,Free,0.0,Everyone,Social,2018-01-30,1,4.0
The Messenger App,Social,4.4,4919,2867.2,1000000,Free,0.0,Everyone,Social,2018-08-03,0.1.1,4.1
Messenger Pro,Social,4.4,13762,3993.6,1000000,Free,0.0,Everyone,Social,2018-05-09,1.0.2,4.1
"Free Messages, Video, Chat,Text for Messenger Plus",Social,4.3,6086,3174.4,1000000,Free,0.0,Teen,Social,2018-06-14,1.0.9,4.3
The Video Messenger App,Social,4.4,1200,2867.2,100000,Free,0.0,Everyone,Social,2018-08-02,0.1.1,4.1
Jodel - The Hyperlocal App,Social,4.5,76480,20480.0,1000000,Free,0.0,Mature 17+,Social,2018-08-06,4.95.4,5.0
"Hide Something - Photo, Video",Social,4.6,225103,5427.2,5000000,Free,0.0,Everyone,Social,2018-06-13,5.1.1,4.1
Love Sticker,Social,4.6,33177,10240.0,1000000,Free,0.0,Everyone,Social,2018-06-12,2.1.6,4.0
VidStatus app - Status Videos & Status Downloader,Social,4.5,25562,31744.0,5000000,Free,0.0,Teen,Social,2018-08-02,2.6.10,4.1
Love Images,Social,4.3,16404,2355.2,1000000,Free,0.0,Everyone,Social,2018-06-24,1.6,2.3
SPARK - Live random video chat & meet new people,Social,4.6,79658,17408.0,5000000,Free,0.0,Mature 17+,Social,2018-08-06,2.1.3.2,4.3
Golden telegram,Social,4.3,374,20480.0,50000,Free,0.0,Everyone,Social,2018-07-30,4.6.52.0.1,4.1
Facebook Local,Social,4.2,4751,22031.015115169685,1000000,Free,0.0,Teen,Social,2018-06-30,13,4.1
Meet – Talk to Strangers Using Random Video Chat,Social,4.6,60562,15360.0,5000000,Free,0.0,Mature 17+,Social,2018-08-06,1.3.2,4.3
Phone Tracker : Family Locator,Social,4.3,231325,5529.6,10000000,Free,0.0,Everyone,Social,2018-08-02,4.81,4.0
HTC Social Plugin - Facebook,Social,3.6,13223,2867.2,10000000,Free,0.0,Mature 17+,Social,2016-06-08,8.00.752746,4.4
Periscope - Live Video,Social,4.0,479908,15360.0,10000000,Free,0.0,Mature 17+,Social,2018-07-09,1.23.3.0,4.4
Kate Mobile for VK,Social,4.4,540930,5427.2,10000000,Free,0.0,Teen,Social,2018-07-23,50.2,2.2
LinkedIn,Social,4.2,1225339,22031.015115169685,100000000,Free,0.0,Everyone,Social,2018-08-02,4.1.202,5.0
Moment,Social,4.5,19583,37888.0,1000000,Free,0.0,Teen,Social,2018-08-01,5.2.1,4.4
Meetup,Social,4.2,79129,23552.0,5000000,Free,0.0,Teen,Social,2018-08-02,3.10.26,4.4
textPlus: Free Text & Calls,Social,4.1,382120,28672.0,10000000,Free,0.0,Everyone,Social,2018-07-26,7.3.1,4.1
"Free phone calls, free texting SMS on free number",Social,4.5,412725,35840.0,10000000,Free,0.0,Everyone,Social,2018-07-31,3.8.1,4.1
"ooVoo Video Calls, Messaging & Stories",Social,4.3,1157004,34816.0,50000000,Free,0.0,Everyone,Social,2017-10-16,4.2.1,4.3
Blogger,Social,3.7,138026,2764.8,5000000,Free,0.0,Mature 17+,Social,2016-02-29,2.1.3,2.1
YouNow: Live Stream Video Chat,Social,4.1,309872,87040.0,10000000,Free,0.0,Teen,Social,2018-08-03,14.0.13,4.1
Periscope - Live Video,Social,4.0,479909,15360.0,10000000,Free,0.0,Mature 17+,Social,2018-07-09,1.23.3.0,4.4
Mirrativ: Live Stream Any App,Social,4.1,17955,91136.0,500000,Free,0.0,Teen,Social,2018-08-02,7.23.4,4.1
Nextdoor - Local neighborhood news & classifieds,Social,4.3,51502,20480.0,5000000,Free,0.0,Teen,Social,2018-07-25,2.69,5.0
Banjo,Social,4.2,58341,9523.2,1000000,Free,0.0,Everyone,Social,2015-07-25,4.6.2.0,2.3
"ooVoo Video Calls, Messaging & Stories",Social,4.3,1157003,34816.0,50000000,Free,0.0,Everyone,Social,2017-10-16,4.2.1,4.3
Timehop,Social,4.1,161610,16384.0,5000000,Free,0.0,Teen,Social,2018-08-05,4.5.3,4.1
LinkedIn,Social,4.2,1225367,22031.015115169685,100000000,Free,0.0,Everyone,Social,2018-08-02,4.1.202,5.0
Couple - Relationship App,Social,4.0,33249,8601.6,1000000,Free,0.0,Everyone,Social,2015-03-05,1.8.0,2.3
Nextdoor - Local neighborhood news & classifieds,Social,4.3,51504,20480.0,5000000,Free,0.0,Teen,Social,2018-07-25,2.69,5.0
LOVOO,Social,4.0,852455,69632.0,10000000,Free,0.0,Mature 17+,Social,2018-08-03,27,4.2
"Jaumo Dating, Flirt & Live Video",Social,4.4,900064,13312.0,10000000,Free,0.0,Mature 17+,Social,2018-07-31,4.17.2,4.1
Patook - make platonic friends,Social,4.0,3677,51200.0,100000,Free,0.0,Mature 17+,Social,2018-06-21,10.6.3,5.0
textPlus: Free Text & Calls,Social,4.1,382121,28672.0,10000000,Free,0.0,Everyone,Social,2018-07-26,7.3.1,4.1
magicApp Calling & Messaging,Social,4.1,207712,22031.015115169685,10000000,Free,0.0,Everyone,Social,2018-06-09,4.18.962.5,2.3
uCiC- Videos and Photos on demand,Social,4.0,2052,7168.0,100000,Free,0.0,Teen,Social,2017-09-27,2.16,4.4
Meetup,Social,4.2,79130,23552.0,5000000,Free,0.0,Teen,Social,2018-08-02,3.10.26,4.4
"Mico- Stranger Chat Random video Chat, Live, Meet",Social,4.4,624557,57344.0,10000000,Free,0.0,Mature 17+,Social,2018-07-27,5.4.7.1,4.3
Amazon for Tablets,Shopping,4.0,141613,22528.0,10000000,Free,0.0,Teen,Shopping,2018-07-31,16.14.0.850,4.4
Wish - Shopping Made Fun,Shopping,4.5,6210998,15360.0,100000000,Free,0.0,Everyone,Shopping,2018-08-03,4.20.5,4.1
Shopee - No. 1 Online Shopping,Shopping,4.3,94294,30720.0,10000000,Free,0.0,Everyone,Shopping,2018-07-23,2.25.17,4.1
Shopee: No.1 Online Shopping,Shopping,4.2,608753,30720.0,10000000,Free,0.0,Everyone,Shopping,2018-07-23,2.25.17,4.1
Kroger,Shopping,4.3,38961,27648.0,5000000,Free,0.0,Everyone,Shopping,2018-08-02,14.2.1,5.0
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",Shopping,4.5,973270,20480.0,50000000,Free,0.0,Teen,Shopping,2018-08-06,2.4.9,4.1
Amazon Shopping,Shopping,4.3,909226,43008.0,100000000,Free,0.0,Teen,Shopping,2018-07-31,16.14.0.100,4.4
OLX - Buy and Sell,Shopping,4.2,857923,18432.0,50000000,Free,0.0,Everyone,Shopping,2018-07-31,11.7.3.0,4.1
The wall,Shopping,4.4,35563,4300.8,1000000,Free,0.0,Everyone,Shopping,2018-07-23,10.2.1,4.1
